VertTIRP,pioneer,30,30,309,58.94 MB
VertTIRP,pioneer,30,25,609,79.83 MB
VertTIRP,pioneer,30,20,615,97.91 MB
VertTIRP,pioneer,30,15,887,126.14 MB
VertTIRP,pioneer,30,10,1399,213.86 MB
VertTIRP,aslgt,2147483647,30,8952,3528.23 MB
VertTIRP,aslgt,2147483647,25,13553,5221.96 MB
VertTIRP,aslgt,2147483647,20,19495,7651.87 MB
VertTIRP,aslgt,2147483647,15,30594,11972.27 MB
VertTIRP,aslgt,2147483647,10,50786,20115.30 MB
VertTIRP,context,30,60,2762,1131.41 MB
VertTIRP,context,30,55,5055,2108.55 MB
VertTIRP,context,30,50,6909,2747.91 MB
VertTIRP,context,30,45,16062,7286.19 MB
VertTIRP,context,30,40,59716,31125.09 MB
VertTIRP,context,30,35,171554,86644.92 MB
VertTIRP,hepatitis,2147483647,60,10068,3384.31 MB
VertTIRP,hepatitis,2147483647,55,20369,8173.30 MB
VertTIRP,hepatitis,2147483647,50,47296,18639.35 MB
VertTIRP,hepatitis,2147483647,45,106601,41675.82 MB
VertTIRP,hepatitis,2147483647,40,283222,105796.96 MB
VertTIRP,hepatitis,2147483647,35,948778,310286.65 MB
VertTIRP,diabetes,30,60,6381,1704.87 MB
VertTIRP,diabetes,30,55,5889,2092.96 MB
VertTIRP,diabetes,30,50,8761,2993.50 MB
VertTIRP,diabetes,30,45,13876,4911.44 MB
VertTIRP,diabetes,30,40,23607,8324.95 MB
VertTIRP,diabetes,30,35,33019,12187.28 MB
VertTIRP,smarthome,30,60,7459,3787.53 MB
VertTIRP,smarthome,30,55,15905,7992.50 MB
VertTIRP,smarthome,30,50,23933,12519.35 MB
VertTIRP,smarthome,30,45,37409,20518.74 MB
VertTIRP,smarthome,30,40,65202,36520.04 MB
VertTIRP,smarthome,30,35,98662,58299.01 MB
VertTIRP,smarthome,30,30,180698,108091.96 MB
